8098618,s0,T1,T2,Activation of primary human T-lymphocytes through ,CD2, plus ,CD28," adhesion molecules induces long-term nuclear expression of NF-kappa B. 
Stimulation of highly purified human T-cells via CD2 and CD28 adhesion molecules induces and maintains proliferation for more than 3 weeks.",Not_a_complex
8098618,s2,T7,T8,Long-lasting ,IL-2, receptivity is associated with high-level expression of the inducible ,IL-2 receptor alpha chain, (IL-2R alpha) gene that is regulated at both transcriptional and posttranscriptional levels.,Not_a_complex
8098618,s2,T7,T9,Long-lasting ,IL-2, receptivity is associated with high-level expression of the inducible IL-2 receptor alpha chain (,IL-2R alpha,) gene that is regulated at both transcriptional and posttranscriptional levels.,Not_a_complex
8098618,s2,T8,T9,Long-lasting IL-2 receptivity is associated with high-level expression of the inducible ,IL-2 receptor alpha chain, (,IL-2R alpha,) gene that is regulated at both transcriptional and posttranscriptional levels.,Not_a_complex
8098618,s3,T10,T11,Increase of ,IL-2R alpha, gene transcription involves the enhanced binding of the transcription factor NF-kappa B to its consensus sequence in the 5'-regulatory region of the ,IL-2R alpha, gene.,Not_a_complex
8098618,s3,T10,T30,Increase of ,IL-2R alpha, gene transcription involves the enhanced binding of the transcription factor ,NF-kappa B, to its consensus sequence in the 5'-regulatory region of the IL-2R alpha gene.,Not_a_complex
8098618,s3,T30,T11,Increase of IL-2R alpha gene transcription involves the enhanced binding of the transcription factor ,NF-kappa B, to its consensus sequence in the 5'-regulatory region of the ,IL-2R alpha, gene.,Not_a_complex
8098618,s4,T12,T13,To dissect the molecular basis for the unusually persistent transcription of the ,IL-2R alpha," gene, we analyzed nuclear NF-kappa B binding to a radiolabeled ",IL-2R alpha, kappa B-specific oligonucleotide probe during the time course of CD2 + CD28 activation.,Not_a_complex
8098618,s4,T12,T14,To dissect the molecular basis for the unusually persistent transcription of the ,IL-2R alpha," gene, we analyzed nuclear NF-kappa B binding to a radiolabeled IL-2R alpha kappa B-specific oligonucleotide probe during the time course of ",CD2, + CD28 activation.,Not_a_complex
8098618,s4,T12,T15,To dissect the molecular basis for the unusually persistent transcription of the ,IL-2R alpha," gene, we analyzed nuclear NF-kappa B binding to a radiolabeled IL-2R alpha kappa B-specific oligonucleotide probe during the time course of CD2 + ",CD28, activation.,Not_a_complex
8098618,s4,T12,T31,To dissect the molecular basis for the unusually persistent transcription of the ,IL-2R alpha," gene, we analyzed nuclear ",NF-kappa B, binding to a radiolabeled IL-2R alpha kappa B-specific oligonucleotide probe during the time course of CD2 + CD28 activation.,Not_a_complex
8098618,s4,T12,T34,To dissect the molecular basis for the unusually persistent transcription of the ,IL-2R alpha," gene, we analyzed nuclear NF-kappa B binding to a radiolabeled IL-2R alpha ",kappa B,-specific oligonucleotide probe during the time course of CD2 + CD28 activation.,Not_a_complex
8098618,s4,T13,T14,"To dissect the molecular basis for the unusually persistent transcription of the IL-2R alpha gene, we analyzed nuclear NF-kappa B binding to a radiolabeled ",IL-2R alpha, kappa B-specific oligonucleotide probe during the time course of ,CD2, + CD28 activation.,Not_a_complex
8098618,s4,T13,T15,"To dissect the molecular basis for the unusually persistent transcription of the IL-2R alpha gene, we analyzed nuclear NF-kappa B binding to a radiolabeled ",IL-2R alpha, kappa B-specific oligonucleotide probe during the time course of CD2 + ,CD28, activation.,Not_a_complex
8098618,s4,T31,T13,"To dissect the molecular basis for the unusually persistent transcription of the IL-2R alpha gene, we analyzed nuclear ",NF-kappa B, binding to a radiolabeled ,IL-2R alpha, kappa B-specific oligonucleotide probe during the time course of CD2 + CD28 activation.,Not_a_complex
8098618,s4,T13,T34,"To dissect the molecular basis for the unusually persistent transcription of the IL-2R alpha gene, we analyzed nuclear NF-kappa B binding to a radiolabeled ",IL-2R alpha, ,kappa B,-specific oligonucleotide probe during the time course of CD2 + CD28 activation.,Not_a_complex
8098618,s4,T14,T15,"To dissect the molecular basis for the unusually persistent transcription of the IL-2R alpha gene, we analyzed nuclear NF-kappa B binding to a radiolabeled IL-2R alpha kappa B-specific oligonucleotide probe during the time course of ",CD2, + ,CD28, activation.,Not_a_complex
8098618,s4,T31,T14,"To dissect the molecular basis for the unusually persistent transcription of the IL-2R alpha gene, we analyzed nuclear ",NF-kappa B, binding to a radiolabeled IL-2R alpha kappa B-specific oligonucleotide probe during the time course of ,CD2, + CD28 activation.,Not_a_complex
8098618,s4,T34,T14,"To dissect the molecular basis for the unusually persistent transcription of the IL-2R alpha gene, we analyzed nuclear NF-kappa B binding to a radiolabeled IL-2R alpha ",kappa B,-specific oligonucleotide probe during the time course of ,CD2, + CD28 activation.,Not_a_complex
8098618,s4,T31,T15,"To dissect the molecular basis for the unusually persistent transcription of the IL-2R alpha gene, we analyzed nuclear ",NF-kappa B, binding to a radiolabeled IL-2R alpha kappa B-specific oligonucleotide probe during the time course of CD2 + ,CD28, activation.,Not_a_complex
8098618,s4,T34,T15,"To dissect the molecular basis for the unusually persistent transcription of the IL-2R alpha gene, we analyzed nuclear NF-kappa B binding to a radiolabeled IL-2R alpha ",kappa B,-specific oligonucleotide probe during the time course of CD2 + ,CD28, activation.,Not_a_complex
8098618,s4,T31,T34,"To dissect the molecular basis for the unusually persistent transcription of the IL-2R alpha gene, we analyzed nuclear ",NF-kappa B, binding to a radiolabeled IL-2R alpha ,kappa B,-specific oligonucleotide probe during the time course of CD2 + CD28 activation.,Not_a_complex
8098618,s5,T16,T17,Resting T-cell nuclear extracts contained ,KBF1,/,p50, homodimer.,Not_a_complex
8098618,s6,T18,T19,"After stimulation, two new kappa B-specific complexes were identified as ",NF-kappa B p50,-,p65, heterodimer and putative c-Rel homodimer or c-Rel-p65 heterodimer.,Complex_formation
8098618,s6,T21,T22,"After stimulation, two new kappa B-specific complexes were identified as NF-kappa B p50-p65 heterodimer and putative c-Rel homodimer or ",c-Rel,-,p65, heterodimer.,Complex_formation
8098618,s6,T18,T20,"After stimulation, two new kappa B-specific complexes were identified as ",NF-kappa B p50,-p65 heterodimer and putative ,c-Rel, homodimer or c-Rel-p65 heterodimer.,Not_a_complex
8098618,s6,T18,T21,"After stimulation, two new kappa B-specific complexes were identified as ",NF-kappa B p50,-p65 heterodimer and putative c-Rel homodimer or ,c-Rel,-p65 heterodimer.,Not_a_complex
8098618,s6,T18,T22,"After stimulation, two new kappa B-specific complexes were identified as ",NF-kappa B p50,-p65 heterodimer and putative c-Rel homodimer or c-Rel-,p65, heterodimer.,Not_a_complex
8098618,s6,T35,T18,"After stimulation, two new ",kappa B,-specific complexes were identified as ,NF-kappa B p50,-p65 heterodimer and putative c-Rel homodimer or c-Rel-p65 heterodimer.,Not_a_complex
8098618,s6,T19,T20,"After stimulation, two new kappa B-specific complexes were identified as NF-kappa B p50-",p65, heterodimer and putative ,c-Rel, homodimer or c-Rel-p65 heterodimer.,Not_a_complex
8098618,s6,T19,T21,"After stimulation, two new kappa B-specific complexes were identified as NF-kappa B p50-",p65, heterodimer and putative c-Rel homodimer or ,c-Rel,-p65 heterodimer.,Not_a_complex
8098618,s6,T19,T22,"After stimulation, two new kappa B-specific complexes were identified as NF-kappa B p50-",p65, heterodimer and putative c-Rel homodimer or c-Rel-,p65, heterodimer.,Not_a_complex
8098618,s6,T35,T19,"After stimulation, two new ",kappa B,-specific complexes were identified as NF-kappa B p50-,p65, heterodimer and putative c-Rel homodimer or c-Rel-p65 heterodimer.,Not_a_complex
8098618,s6,T20,T21,"After stimulation, two new kappa B-specific complexes were identified as NF-kappa B p50-p65 heterodimer and putative ",c-Rel, homodimer or ,c-Rel,-p65 heterodimer.,Not_a_complex
8098618,s6,T20,T22,"After stimulation, two new kappa B-specific complexes were identified as NF-kappa B p50-p65 heterodimer and putative ",c-Rel, homodimer or c-Rel-,p65, heterodimer.,Not_a_complex
8098618,s6,T35,T20,"After stimulation, two new ",kappa B,-specific complexes were identified as NF-kappa B p50-p65 heterodimer and putative ,c-Rel, homodimer or c-Rel-p65 heterodimer.,Not_a_complex
8098618,s6,T35,T21,"After stimulation, two new ",kappa B,-specific complexes were identified as NF-kappa B p50-p65 heterodimer and putative c-Rel homodimer or ,c-Rel,-p65 heterodimer.,Not_a_complex
8098618,s6,T35,T22,"After stimulation, two new ",kappa B,-specific complexes were identified as NF-kappa B p50-p65 heterodimer and putative c-Rel homodimer or c-Rel-,p65, heterodimer.,Not_a_complex
8098618,s9,T23,T24,"In parallel, ",CD2, + ,CD28," activation triggered a significant intracellular thiol decrease, suggesting that oxygen radicals are involved in the signaling pathway of adhesion molecules.",Not_a_complex
8098618,s9,T23,T36,"In parallel, ",CD2, + CD28 activation triggered a significant intracellular ,thiol," decrease, suggesting that oxygen radicals are involved in the signaling pathway of adhesion molecules.",Not_a_complex
8098618,s9,T23,T37,"In parallel, ",CD2," + CD28 activation triggered a significant intracellular thiol decrease, suggesting that ",oxygen, radicals are involved in the signaling pathway of adhesion molecules.,Not_a_complex
8098618,s9,T24,T36,"In parallel, CD2 + ",CD28, activation triggered a significant intracellular ,thiol," decrease, suggesting that oxygen radicals are involved in the signaling pathway of adhesion molecules.",Not_a_complex
8098618,s9,T24,T37,"In parallel, CD2 + ",CD28," activation triggered a significant intracellular thiol decrease, suggesting that ",oxygen, radicals are involved in the signaling pathway of adhesion molecules.,Not_a_complex
8098618,s9,T36,T37,"In parallel, CD2 + CD28 activation triggered a significant intracellular ",thiol," decrease, suggesting that ",oxygen, radicals are involved in the signaling pathway of adhesion molecules.,Not_a_complex
8098618,s10,T25,T26,"Finally, micromolar amounts of pyrrolidine dithiocarbamate, an oxygen radical scavenger that efficiently blocked the nuclear appearance of NF-kappa B in T-lymphocytes, also inhibited ",IL-2," secretion, ",IL-2R alpha," cell surface expression, and T-cell proliferation.",Not_a_complex
8098618,s10,T33,T25,"Finally, micromolar amounts of pyrrolidine dithiocarbamate, an oxygen radical scavenger that efficiently blocked the nuclear appearance of ",NF-kappa B," in T-lymphocytes, also inhibited ",IL-2," secretion, IL-2R alpha cell surface expression, and T-cell proliferation.",Not_a_complex
8098618,s10,T38,T25,"Finally, micromolar amounts of ",pyrrolidine dithiocarbamate,", an oxygen radical scavenger that efficiently blocked the nuclear appearance of NF-kappa B in T-lymphocytes, also inhibited ",IL-2," secretion, IL-2R alpha cell surface expression, and T-cell proliferation.",Not_a_complex
8098618,s10,T39,T25,"Finally, micromolar amounts of pyrrolidine dithiocarbamate, an ",oxygen," radical scavenger that efficiently blocked the nuclear appearance of NF-kappa B in T-lymphocytes, also inhibited ",IL-2," secretion, IL-2R alpha cell surface expression, and T-cell proliferation.",Not_a_complex
8098618,s10,T33,T26,"Finally, micromolar amounts of pyrrolidine dithiocarbamate, an oxygen radical scavenger that efficiently blocked the nuclear appearance of ",NF-kappa B," in T-lymphocytes, also inhibited IL-2 secretion, ",IL-2R alpha," cell surface expression, and T-cell proliferation.",Not_a_complex
8098618,s10,T38,T26,"Finally, micromolar amounts of ",pyrrolidine dithiocarbamate,", an oxygen radical scavenger that efficiently blocked the nuclear appearance of NF-kappa B in T-lymphocytes, also inhibited IL-2 secretion, ",IL-2R alpha," cell surface expression, and T-cell proliferation.",Not_a_complex
8098618,s10,T39,T26,"Finally, micromolar amounts of pyrrolidine dithiocarbamate, an ",oxygen," radical scavenger that efficiently blocked the nuclear appearance of NF-kappa B in T-lymphocytes, also inhibited IL-2 secretion, ",IL-2R alpha," cell surface expression, and T-cell proliferation.",Not_a_complex
8098618,s10,T38,T33,"Finally, micromolar amounts of ",pyrrolidine dithiocarbamate,", an oxygen radical scavenger that efficiently blocked the nuclear appearance of ",NF-kappa B," in T-lymphocytes, also inhibited IL-2 secretion, IL-2R alpha cell surface expression, and T-cell proliferation.",Not_a_complex
8098618,s10,T39,T33,"Finally, micromolar amounts of pyrrolidine dithiocarbamate, an ",oxygen, radical scavenger that efficiently blocked the nuclear appearance of ,NF-kappa B," in T-lymphocytes, also inhibited IL-2 secretion, IL-2R alpha cell surface expression, and T-cell proliferation.",Not_a_complex
8098618,s10,T38,T39,"Finally, micromolar amounts of ",pyrrolidine dithiocarbamate,", an ",oxygen," radical scavenger that efficiently blocked the nuclear appearance of NF-kappa B in T-lymphocytes, also inhibited IL-2 secretion, IL-2R alpha cell surface expression, and T-cell proliferation.",Not_a_complex
8098618,s11,T27,T28,"Together, these results suggest that NF-kappa B plays an important role in long-term activation of human primary T-lymphocytes via ",CD2, + ,CD28,.,Not_a_complex
8098618,s11,T32,T27,"Together, these results suggest that ",NF-kappa B, plays an important role in long-term activation of human primary T-lymphocytes via ,CD2, + CD28.,Not_a_complex
8098618,s11,T32,T28,"Together, these results suggest that ",NF-kappa B, plays an important role in long-term activation of human primary T-lymphocytes via CD2 + ,CD28,.,Not_a_complex
