23755176_12,s1,T1,T2,"We hypothesized that the delay in karyogamy might exacerbate the extra-spore phenotype of mal3Delta cells. To test this hypothesis, we constructed a mutant strain with deletions of both ",mal3, and ,dhc1,", which encodes the dynein heavy chain, and a mutant strain with deletions of both mal3 and ssm4, which encodes the p150 glued subunit of the dynactin complex, since nuclear fusion is reportedly delayed in mutants lacking the dynein heavy chain. These double mutant strains showed the exaggerated phenotype, as expected (79% in mal3Delta dhc1Delta and 71% in mal3Delta ssm4Delta versus 21% in mal3Delta, Fig. 1B).
",Not_a_complex
23755176_12,s1,T2,T8,"We hypothesized that the delay in karyogamy might exacerbate the extra-spore phenotype of mal3Delta cells. To test this hypothesis, we constructed a mutant strain with deletions of both mal3 and ",dhc1,", which encodes the dynein heavy chain, and a mutant strain with deletions of both mal3 and ",ssm4,", which encodes the p150 glued subunit of the dynactin complex, since nuclear fusion is reportedly delayed in mutants lacking the dynein heavy chain. These double mutant strains showed the exaggerated phenotype, as expected (79% in mal3Delta dhc1Delta and 71% in mal3Delta ssm4Delta versus 21% in mal3Delta, Fig. 1B).
",Not_a_complex
23755176_12,s1,T2,T9,"We hypothesized that the delay in karyogamy might exacerbate the extra-spore phenotype of mal3Delta cells. To test this hypothesis, we constructed a mutant strain with deletions of both mal3 and ",dhc1,", which encodes the dynein heavy chain, and a mutant strain with deletions of both mal3 and ssm4, which encodes the p150 glued subunit of the ",dynactin," complex, since nuclear fusion is reportedly delayed in mutants lacking the dynein heavy chain. These double mutant strains showed the exaggerated phenotype, as expected (79% in mal3Delta dhc1Delta and 71% in mal3Delta ssm4Delta versus 21% in mal3Delta, Fig. 1B).
",Not_a_complex
23755176_12,s1,T3,T4,"We hypothesized that the delay in karyogamy might exacerbate the extra-spore phenotype of mal3Delta cells. To test this hypothesis, we constructed a mutant strain with deletions of both mal3 and dhc1, which encodes the ",dynein heavy chain,", and a mutant strain with deletions of both ",mal3," and ssm4, which encodes the p150 glued subunit of the dynactin complex, since nuclear fusion is reportedly delayed in mutants lacking the dynein heavy chain. These double mutant strains showed the exaggerated phenotype, as expected (79% in mal3Delta dhc1Delta and 71% in mal3Delta ssm4Delta versus 21% in mal3Delta, Fig. 1B).
",Not_a_complex
23755176_12,s1,T3,T5,"We hypothesized that the delay in karyogamy might exacerbate the extra-spore phenotype of mal3Delta cells. To test this hypothesis, we constructed a mutant strain with deletions of both mal3 and dhc1, which encodes the ",dynein heavy chain,", and a mutant strain with deletions of both mal3 and ssm4, which encodes the ",p150 glued," subunit of the dynactin complex, since nuclear fusion is reportedly delayed in mutants lacking the dynein heavy chain. These double mutant strains showed the exaggerated phenotype, as expected (79% in mal3Delta dhc1Delta and 71% in mal3Delta ssm4Delta versus 21% in mal3Delta, Fig. 1B).
",Not_a_complex
23755176_12,s1,T3,T6,"We hypothesized that the delay in karyogamy might exacerbate the extra-spore phenotype of mal3Delta cells. To test this hypothesis, we constructed a mutant strain with deletions of both mal3 and dhc1, which encodes the ",dynein heavy chain,", and a mutant strain with deletions of both mal3 and ssm4, which encodes the p150 glued subunit of the dynactin complex, since nuclear fusion is reportedly delayed in mutants lacking the ",dynein heavy chain,". These double mutant strains showed the exaggerated phenotype, as expected (79% in mal3Delta dhc1Delta and 71% in mal3Delta ssm4Delta versus 21% in mal3Delta, Fig. 1B).
",Not_a_complex
23755176_12,s1,T3,T8,"We hypothesized that the delay in karyogamy might exacerbate the extra-spore phenotype of mal3Delta cells. To test this hypothesis, we constructed a mutant strain with deletions of both mal3 and dhc1, which encodes the ",dynein heavy chain,", and a mutant strain with deletions of both mal3 and ",ssm4,", which encodes the p150 glued subunit of the dynactin complex, since nuclear fusion is reportedly delayed in mutants lacking the dynein heavy chain. These double mutant strains showed the exaggerated phenotype, as expected (79% in mal3Delta dhc1Delta and 71% in mal3Delta ssm4Delta versus 21% in mal3Delta, Fig. 1B).
",Not_a_complex
23755176_12,s1,T3,T9,"We hypothesized that the delay in karyogamy might exacerbate the extra-spore phenotype of mal3Delta cells. To test this hypothesis, we constructed a mutant strain with deletions of both mal3 and dhc1, which encodes the ",dynein heavy chain,", and a mutant strain with deletions of both mal3 and ssm4, which encodes the p150 glued subunit of the ",dynactin," complex, since nuclear fusion is reportedly delayed in mutants lacking the dynein heavy chain. These double mutant strains showed the exaggerated phenotype, as expected (79% in mal3Delta dhc1Delta and 71% in mal3Delta ssm4Delta versus 21% in mal3Delta, Fig. 1B).
",Not_a_complex
23755176_12,s1,T4,T5,"We hypothesized that the delay in karyogamy might exacerbate the extra-spore phenotype of mal3Delta cells. To test this hypothesis, we constructed a mutant strain with deletions of both mal3 and dhc1, which encodes the dynein heavy chain, and a mutant strain with deletions of both ",mal3," and ssm4, which encodes the ",p150 glued," subunit of the dynactin complex, since nuclear fusion is reportedly delayed in mutants lacking the dynein heavy chain. These double mutant strains showed the exaggerated phenotype, as expected (79% in mal3Delta dhc1Delta and 71% in mal3Delta ssm4Delta versus 21% in mal3Delta, Fig. 1B).
",Not_a_complex
23755176_12,s1,T4,T6,"We hypothesized that the delay in karyogamy might exacerbate the extra-spore phenotype of mal3Delta cells. To test this hypothesis, we constructed a mutant strain with deletions of both mal3 and dhc1, which encodes the dynein heavy chain, and a mutant strain with deletions of both ",mal3," and ssm4, which encodes the p150 glued subunit of the dynactin complex, since nuclear fusion is reportedly delayed in mutants lacking the ",dynein heavy chain,". These double mutant strains showed the exaggerated phenotype, as expected (79% in mal3Delta dhc1Delta and 71% in mal3Delta ssm4Delta versus 21% in mal3Delta, Fig. 1B).
",Not_a_complex
23755176_12,s1,T4,T8,"We hypothesized that the delay in karyogamy might exacerbate the extra-spore phenotype of mal3Delta cells. To test this hypothesis, we constructed a mutant strain with deletions of both mal3 and dhc1, which encodes the dynein heavy chain, and a mutant strain with deletions of both ",mal3, and ,ssm4,", which encodes the p150 glued subunit of the dynactin complex, since nuclear fusion is reportedly delayed in mutants lacking the dynein heavy chain. These double mutant strains showed the exaggerated phenotype, as expected (79% in mal3Delta dhc1Delta and 71% in mal3Delta ssm4Delta versus 21% in mal3Delta, Fig. 1B).
",Not_a_complex
23755176_12,s1,T4,T9,"We hypothesized that the delay in karyogamy might exacerbate the extra-spore phenotype of mal3Delta cells. To test this hypothesis, we constructed a mutant strain with deletions of both mal3 and dhc1, which encodes the dynein heavy chain, and a mutant strain with deletions of both ",mal3," and ssm4, which encodes the p150 glued subunit of the ",dynactin," complex, since nuclear fusion is reportedly delayed in mutants lacking the dynein heavy chain. These double mutant strains showed the exaggerated phenotype, as expected (79% in mal3Delta dhc1Delta and 71% in mal3Delta ssm4Delta versus 21% in mal3Delta, Fig. 1B).
",Not_a_complex
23755176_12,s1,T5,T6,"We hypothesized that the delay in karyogamy might exacerbate the extra-spore phenotype of mal3Delta cells. To test this hypothesis, we constructed a mutant strain with deletions of both mal3 and dhc1, which encodes the dynein heavy chain, and a mutant strain with deletions of both mal3 and ssm4, which encodes the ",p150 glued," subunit of the dynactin complex, since nuclear fusion is reportedly delayed in mutants lacking the ",dynein heavy chain,". These double mutant strains showed the exaggerated phenotype, as expected (79% in mal3Delta dhc1Delta and 71% in mal3Delta ssm4Delta versus 21% in mal3Delta, Fig. 1B).
",Not_a_complex
23755176_12,s1,T8,T5,"We hypothesized that the delay in karyogamy might exacerbate the extra-spore phenotype of mal3Delta cells. To test this hypothesis, we constructed a mutant strain with deletions of both mal3 and dhc1, which encodes the dynein heavy chain, and a mutant strain with deletions of both mal3 and ",ssm4,", which encodes the ",p150 glued," subunit of the dynactin complex, since nuclear fusion is reportedly delayed in mutants lacking the dynein heavy chain. These double mutant strains showed the exaggerated phenotype, as expected (79% in mal3Delta dhc1Delta and 71% in mal3Delta ssm4Delta versus 21% in mal3Delta, Fig. 1B).
",Not_a_complex
23755176_12,s1,T5,T9,"We hypothesized that the delay in karyogamy might exacerbate the extra-spore phenotype of mal3Delta cells. To test this hypothesis, we constructed a mutant strain with deletions of both mal3 and dhc1, which encodes the dynein heavy chain, and a mutant strain with deletions of both mal3 and ssm4, which encodes the ",p150 glued, subunit of the ,dynactin," complex, since nuclear fusion is reportedly delayed in mutants lacking the dynein heavy chain. These double mutant strains showed the exaggerated phenotype, as expected (79% in mal3Delta dhc1Delta and 71% in mal3Delta ssm4Delta versus 21% in mal3Delta, Fig. 1B).
",Not_a_complex
23755176_12,s1,T8,T6,"We hypothesized that the delay in karyogamy might exacerbate the extra-spore phenotype of mal3Delta cells. To test this hypothesis, we constructed a mutant strain with deletions of both mal3 and dhc1, which encodes the dynein heavy chain, and a mutant strain with deletions of both mal3 and ",ssm4,", which encodes the p150 glued subunit of the dynactin complex, since nuclear fusion is reportedly delayed in mutants lacking the ",dynein heavy chain,". These double mutant strains showed the exaggerated phenotype, as expected (79% in mal3Delta dhc1Delta and 71% in mal3Delta ssm4Delta versus 21% in mal3Delta, Fig. 1B).
",Not_a_complex
23755176_12,s1,T9,T6,"We hypothesized that the delay in karyogamy might exacerbate the extra-spore phenotype of mal3Delta cells. To test this hypothesis, we constructed a mutant strain with deletions of both mal3 and dhc1, which encodes the dynein heavy chain, and a mutant strain with deletions of both mal3 and ssm4, which encodes the p150 glued subunit of the ",dynactin," complex, since nuclear fusion is reportedly delayed in mutants lacking the ",dynein heavy chain,". These double mutant strains showed the exaggerated phenotype, as expected (79% in mal3Delta dhc1Delta and 71% in mal3Delta ssm4Delta versus 21% in mal3Delta, Fig. 1B).
",Not_a_complex
23755176_12,s1,T8,T9,"We hypothesized that the delay in karyogamy might exacerbate the extra-spore phenotype of mal3Delta cells. To test this hypothesis, we constructed a mutant strain with deletions of both mal3 and dhc1, which encodes the dynein heavy chain, and a mutant strain with deletions of both mal3 and ",ssm4,", which encodes the p150 glued subunit of the ",dynactin," complex, since nuclear fusion is reportedly delayed in mutants lacking the dynein heavy chain. These double mutant strains showed the exaggerated phenotype, as expected (79% in mal3Delta dhc1Delta and 71% in mal3Delta ssm4Delta versus 21% in mal3Delta, Fig. 1B).
",Not_a_complex
23755176_12,s2,T10,T11,"We hypothesized that the delay in karyogamy might exacerbate the extra-spore phenotype of mal3Delta cells. To test this hypothesis, we constructed a mutant strain with deletions of both mal3 and dhc1, which encodes the dynein heavy chain, and a mutant strain with deletions of both mal3 and ssm4, which encodes the p150 glued subunit of the dynactin complex, since nuclear fusion is reportedly delayed in mutants lacking the dynein heavy chain. These double mutant strains showed the exaggerated phenotype, as expected (79% in ",mal3Delta, ,dhc1Delta," and 71% in mal3Delta ssm4Delta versus 21% in mal3Delta, Fig. 1B).
",Not_a_complex
23755176_12,s2,T10,T12,"We hypothesized that the delay in karyogamy might exacerbate the extra-spore phenotype of mal3Delta cells. To test this hypothesis, we constructed a mutant strain with deletions of both mal3 and dhc1, which encodes the dynein heavy chain, and a mutant strain with deletions of both mal3 and ssm4, which encodes the p150 glued subunit of the dynactin complex, since nuclear fusion is reportedly delayed in mutants lacking the dynein heavy chain. These double mutant strains showed the exaggerated phenotype, as expected (79% in ",mal3Delta, dhc1Delta and 71% in ,mal3Delta," ssm4Delta versus 21% in mal3Delta, Fig. 1B).
",Not_a_complex
23755176_12,s2,T10,T13,"We hypothesized that the delay in karyogamy might exacerbate the extra-spore phenotype of mal3Delta cells. To test this hypothesis, we constructed a mutant strain with deletions of both mal3 and dhc1, which encodes the dynein heavy chain, and a mutant strain with deletions of both mal3 and ssm4, which encodes the p150 glued subunit of the dynactin complex, since nuclear fusion is reportedly delayed in mutants lacking the dynein heavy chain. These double mutant strains showed the exaggerated phenotype, as expected (79% in ",mal3Delta, dhc1Delta and 71% in mal3Delta ,ssm4Delta," versus 21% in mal3Delta, Fig. 1B).
",Not_a_complex
23755176_12,s2,T10,T14,"We hypothesized that the delay in karyogamy might exacerbate the extra-spore phenotype of mal3Delta cells. To test this hypothesis, we constructed a mutant strain with deletions of both mal3 and dhc1, which encodes the dynein heavy chain, and a mutant strain with deletions of both mal3 and ssm4, which encodes the p150 glued subunit of the dynactin complex, since nuclear fusion is reportedly delayed in mutants lacking the dynein heavy chain. These double mutant strains showed the exaggerated phenotype, as expected (79% in ",mal3Delta, dhc1Delta and 71% in mal3Delta ssm4Delta versus 21% in ,mal3Delta,", Fig. 1B).
",Not_a_complex
23755176_12,s2,T11,T12,"We hypothesized that the delay in karyogamy might exacerbate the extra-spore phenotype of mal3Delta cells. To test this hypothesis, we constructed a mutant strain with deletions of both mal3 and dhc1, which encodes the dynein heavy chain, and a mutant strain with deletions of both mal3 and ssm4, which encodes the p150 glued subunit of the dynactin complex, since nuclear fusion is reportedly delayed in mutants lacking the dynein heavy chain. These double mutant strains showed the exaggerated phenotype, as expected (79% in mal3Delta ",dhc1Delta, and 71% in ,mal3Delta," ssm4Delta versus 21% in mal3Delta, Fig. 1B).
",Not_a_complex
23755176_12,s2,T11,T13,"We hypothesized that the delay in karyogamy might exacerbate the extra-spore phenotype of mal3Delta cells. To test this hypothesis, we constructed a mutant strain with deletions of both mal3 and dhc1, which encodes the dynein heavy chain, and a mutant strain with deletions of both mal3 and ssm4, which encodes the p150 glued subunit of the dynactin complex, since nuclear fusion is reportedly delayed in mutants lacking the dynein heavy chain. These double mutant strains showed the exaggerated phenotype, as expected (79% in mal3Delta ",dhc1Delta, and 71% in mal3Delta ,ssm4Delta," versus 21% in mal3Delta, Fig. 1B).
",Not_a_complex
23755176_12,s2,T11,T14,"We hypothesized that the delay in karyogamy might exacerbate the extra-spore phenotype of mal3Delta cells. To test this hypothesis, we constructed a mutant strain with deletions of both mal3 and dhc1, which encodes the dynein heavy chain, and a mutant strain with deletions of both mal3 and ssm4, which encodes the p150 glued subunit of the dynactin complex, since nuclear fusion is reportedly delayed in mutants lacking the dynein heavy chain. These double mutant strains showed the exaggerated phenotype, as expected (79% in mal3Delta ",dhc1Delta, and 71% in mal3Delta ssm4Delta versus 21% in ,mal3Delta,", Fig. 1B).
",Not_a_complex
23755176_12,s2,T12,T13,"We hypothesized that the delay in karyogamy might exacerbate the extra-spore phenotype of mal3Delta cells. To test this hypothesis, we constructed a mutant strain with deletions of both mal3 and dhc1, which encodes the dynein heavy chain, and a mutant strain with deletions of both mal3 and ssm4, which encodes the p150 glued subunit of the dynactin complex, since nuclear fusion is reportedly delayed in mutants lacking the dynein heavy chain. These double mutant strains showed the exaggerated phenotype, as expected (79% in mal3Delta dhc1Delta and 71% in ",mal3Delta, ,ssm4Delta," versus 21% in mal3Delta, Fig. 1B).
",Not_a_complex
23755176_12,s2,T12,T14,"We hypothesized that the delay in karyogamy might exacerbate the extra-spore phenotype of mal3Delta cells. To test this hypothesis, we constructed a mutant strain with deletions of both mal3 and dhc1, which encodes the dynein heavy chain, and a mutant strain with deletions of both mal3 and ssm4, which encodes the p150 glued subunit of the dynactin complex, since nuclear fusion is reportedly delayed in mutants lacking the dynein heavy chain. These double mutant strains showed the exaggerated phenotype, as expected (79% in mal3Delta dhc1Delta and 71% in ",mal3Delta, ssm4Delta versus 21% in ,mal3Delta,", Fig. 1B).
",Not_a_complex
23755176_12,s2,T13,T14,"We hypothesized that the delay in karyogamy might exacerbate the extra-spore phenotype of mal3Delta cells. To test this hypothesis, we constructed a mutant strain with deletions of both mal3 and dhc1, which encodes the dynein heavy chain, and a mutant strain with deletions of both mal3 and ssm4, which encodes the p150 glued subunit of the dynactin complex, since nuclear fusion is reportedly delayed in mutants lacking the dynein heavy chain. These double mutant strains showed the exaggerated phenotype, as expected (79% in mal3Delta dhc1Delta and 71% in mal3Delta ",ssm4Delta, versus 21% in ,mal3Delta,", Fig. 1B).
",Not_a_complex
