9722600,s0,T1,T2,Activation of E2F-mediated transcription by human T-cell leukemia virus type I ,Tax, protein in a ,p16,"(INK4A)-negative T-cell line. 
",Not_a_complex
9722600,s6,T11,T13,"Indeed, when ",Tax," is coexpressed with the E2F-1 transcription factor in CEM T-cells, which lack expression of ",p16,"(INK4A), it strongly potentiates the E2F-dependent activation of a reporter construct driven by a promoter containing E2F binding sites.",Not_a_complex
9722600,s6,T11,T14,"Indeed, when ",Tax," is coexpressed with the E2F-1 transcription factor in CEM T-cells, which lack expression of p16(",INK4A,"), it strongly potentiates the E2F-dependent activation of a reporter construct driven by a promoter containing E2F binding sites.",Not_a_complex
9722600,s6,T11,T27,"Indeed, when ",Tax," is coexpressed with the E2F-1 transcription factor in CEM T-cells, which lack expression of p16(INK4A), it strongly potentiates the ",E2F,-dependent activation of a reporter construct driven by a promoter containing E2F binding sites.,Not_a_complex
9722600,s6,T11,T28,"Indeed, when ",Tax," is coexpressed with the E2F-1 transcription factor in CEM T-cells, which lack expression of p16(INK4A), it strongly potentiates the E2F-dependent activation of a reporter construct driven by a promoter containing ",E2F, binding sites.,Not_a_complex
9722600,s6,T12,T13,"Indeed, when Tax is coexpressed with the ",E2F-1," transcription factor in CEM T-cells, which lack expression of ",p16,"(INK4A), it strongly potentiates the E2F-dependent activation of a reporter construct driven by a promoter containing E2F binding sites.",Not_a_complex
9722600,s6,T12,T14,"Indeed, when Tax is coexpressed with the ",E2F-1," transcription factor in CEM T-cells, which lack expression of p16(",INK4A,"), it strongly potentiates the E2F-dependent activation of a reporter construct driven by a promoter containing E2F binding sites.",Not_a_complex
9722600,s6,T12,T27,"Indeed, when Tax is coexpressed with the ",E2F-1," transcription factor in CEM T-cells, which lack expression of p16(INK4A), it strongly potentiates the ",E2F,-dependent activation of a reporter construct driven by a promoter containing E2F binding sites.,Not_a_complex
9722600,s6,T12,T28,"Indeed, when Tax is coexpressed with the ",E2F-1," transcription factor in CEM T-cells, which lack expression of p16(INK4A), it strongly potentiates the E2F-dependent activation of a reporter construct driven by a promoter containing ",E2F, binding sites.,Not_a_complex
9722600,s6,T13,T14,"Indeed, when Tax is coexpressed with the E2F-1 transcription factor in CEM T-cells, which lack expression of ",p16,(,INK4A,"), it strongly potentiates the E2F-dependent activation of a reporter construct driven by a promoter containing E2F binding sites.",Not_a_complex
9722600,s6,T13,T27,"Indeed, when Tax is coexpressed with the E2F-1 transcription factor in CEM T-cells, which lack expression of ",p16,"(INK4A), it strongly potentiates the ",E2F,-dependent activation of a reporter construct driven by a promoter containing E2F binding sites.,Not_a_complex
9722600,s6,T13,T28,"Indeed, when Tax is coexpressed with the E2F-1 transcription factor in CEM T-cells, which lack expression of ",p16,"(INK4A), it strongly potentiates the E2F-dependent activation of a reporter construct driven by a promoter containing ",E2F, binding sites.,Not_a_complex
9722600,s6,T14,T27,"Indeed, when Tax is coexpressed with the E2F-1 transcription factor in CEM T-cells, which lack expression of p16(",INK4A,"), it strongly potentiates the ",E2F,-dependent activation of a reporter construct driven by a promoter containing E2F binding sites.,Not_a_complex
9722600,s6,T14,T28,"Indeed, when Tax is coexpressed with the E2F-1 transcription factor in CEM T-cells, which lack expression of p16(",INK4A,"), it strongly potentiates the E2F-dependent activation of a reporter construct driven by a promoter containing ",E2F, binding sites.,Not_a_complex
9722600,s6,T27,T28,"Indeed, when Tax is coexpressed with the E2F-1 transcription factor in CEM T-cells, which lack expression of p16(INK4A), it strongly potentiates the ",E2F,-dependent activation of a reporter construct driven by a promoter containing ,E2F, binding sites.,Not_a_complex
9722600,s8,T15,T16,"In addition, ",Tax, also stimulates the transcription of the ,E2F-1, gene itself.,Not_a_complex
9722600,s9,T17,T18,Using ,Tax, mutants that fail to activate either ATF- or NF-kappaB-dependent promoters and different 5' truncation mutants of the ,E2F-1," promoter, we show that the Tax-dependent transcriptional control of the E2F1 gene involves, at least in part, the ATF binding site located in the E2F-1 promoter.",Not_a_complex
9722600,s9,T17,T19,Using ,Tax," mutants that fail to activate either ATF- or NF-kappaB-dependent promoters and different 5' truncation mutants of the E2F-1 promoter, we show that the ",Tax,"-dependent transcriptional control of the E2F1 gene involves, at least in part, the ATF binding site located in the E2F-1 promoter.",Not_a_complex
9722600,s9,T17,T20,Using ,Tax," mutants that fail to activate either ATF- or NF-kappaB-dependent promoters and different 5' truncation mutants of the E2F-1 promoter, we show that the Tax-dependent transcriptional control of the ",E2F1," gene involves, at least in part, the ATF binding site located in the E2F-1 promoter.",Not_a_complex
9722600,s9,T17,T21,Using ,Tax," mutants that fail to activate either ATF- or NF-kappaB-dependent promoters and different 5' truncation mutants of the E2F-1 promoter, we show that the Tax-dependent transcriptional control of the E2F1 gene involves, at least in part, the ATF binding site located in the ",E2F-1, promoter.,Not_a_complex
9722600,s9,T17,T23,Using ,Tax, mutants that fail to activate either ATF- or ,NF-kappaB,"-dependent promoters and different 5' truncation mutants of the E2F-1 promoter, we show that the Tax-dependent transcriptional control of the E2F1 gene involves, at least in part, the ATF binding site located in the E2F-1 promoter.",Not_a_complex
9722600,s9,T17,T24,Using ,Tax, mutants that fail to activate either ,ATF,"- or NF-kappaB-dependent promoters and different 5' truncation mutants of the E2F-1 promoter, we show that the Tax-dependent transcriptional control of the E2F1 gene involves, at least in part, the ATF binding site located in the E2F-1 promoter.",Not_a_complex
9722600,s9,T17,T30,Using ,Tax," mutants that fail to activate either ATF- or NF-kappaB-dependent promoters and different 5' truncation mutants of the E2F-1 promoter, we show that the Tax-dependent transcriptional control of the E2F1 gene involves, at least in part, the ",ATF, binding site located in the E2F-1 promoter.,Not_a_complex
9722600,s9,T18,T19,Using Tax mutants that fail to activate either ATF- or NF-kappaB-dependent promoters and different 5' truncation mutants of the ,E2F-1," promoter, we show that the ",Tax,"-dependent transcriptional control of the E2F1 gene involves, at least in part, the ATF binding site located in the E2F-1 promoter.",Not_a_complex
9722600,s9,T18,T20,Using Tax mutants that fail to activate either ATF- or NF-kappaB-dependent promoters and different 5' truncation mutants of the ,E2F-1," promoter, we show that the Tax-dependent transcriptional control of the ",E2F1," gene involves, at least in part, the ATF binding site located in the E2F-1 promoter.",Not_a_complex
9722600,s9,T18,T21,Using Tax mutants that fail to activate either ATF- or NF-kappaB-dependent promoters and different 5' truncation mutants of the ,E2F-1," promoter, we show that the Tax-dependent transcriptional control of the E2F1 gene involves, at least in part, the ATF binding site located in the ",E2F-1, promoter.,Not_a_complex
9722600,s9,T23,T18,Using Tax mutants that fail to activate either ATF- or ,NF-kappaB,-dependent promoters and different 5' truncation mutants of the ,E2F-1," promoter, we show that the Tax-dependent transcriptional control of the E2F1 gene involves, at least in part, the ATF binding site located in the E2F-1 promoter.",Not_a_complex
9722600,s9,T24,T18,Using Tax mutants that fail to activate either ,ATF,- or NF-kappaB-dependent promoters and different 5' truncation mutants of the ,E2F-1," promoter, we show that the Tax-dependent transcriptional control of the E2F1 gene involves, at least in part, the ATF binding site located in the E2F-1 promoter.",Not_a_complex
9722600,s9,T18,T30,Using Tax mutants that fail to activate either ATF- or NF-kappaB-dependent promoters and different 5' truncation mutants of the ,E2F-1," promoter, we show that the Tax-dependent transcriptional control of the E2F1 gene involves, at least in part, the ",ATF, binding site located in the E2F-1 promoter.,Not_a_complex
9722600,s9,T19,T20,"Using Tax mutants that fail to activate either ATF- or NF-kappaB-dependent promoters and different 5' truncation mutants of the E2F-1 promoter, we show that the ",Tax,-dependent transcriptional control of the ,E2F1," gene involves, at least in part, the ATF binding site located in the E2F-1 promoter.",Not_a_complex
9722600,s9,T19,T21,"Using Tax mutants that fail to activate either ATF- or NF-kappaB-dependent promoters and different 5' truncation mutants of the E2F-1 promoter, we show that the ",Tax,"-dependent transcriptional control of the E2F1 gene involves, at least in part, the ATF binding site located in the ",E2F-1, promoter.,Not_a_complex
9722600,s9,T23,T19,Using Tax mutants that fail to activate either ATF- or ,NF-kappaB,"-dependent promoters and different 5' truncation mutants of the E2F-1 promoter, we show that the ",Tax,"-dependent transcriptional control of the E2F1 gene involves, at least in part, the ATF binding site located in the E2F-1 promoter.",Not_a_complex
9722600,s9,T24,T19,Using Tax mutants that fail to activate either ,ATF,"- or NF-kappaB-dependent promoters and different 5' truncation mutants of the E2F-1 promoter, we show that the ",Tax,"-dependent transcriptional control of the E2F1 gene involves, at least in part, the ATF binding site located in the E2F-1 promoter.",Not_a_complex
9722600,s9,T19,T30,"Using Tax mutants that fail to activate either ATF- or NF-kappaB-dependent promoters and different 5' truncation mutants of the E2F-1 promoter, we show that the ",Tax,"-dependent transcriptional control of the E2F1 gene involves, at least in part, the ",ATF, binding site located in the E2F-1 promoter.,Not_a_complex
9722600,s9,T20,T21,"Using Tax mutants that fail to activate either ATF- or NF-kappaB-dependent promoters and different 5' truncation mutants of the E2F-1 promoter, we show that the Tax-dependent transcriptional control of the ",E2F1," gene involves, at least in part, the ATF binding site located in the ",E2F-1, promoter.,Not_a_complex
9722600,s9,T23,T20,Using Tax mutants that fail to activate either ATF- or ,NF-kappaB,"-dependent promoters and different 5' truncation mutants of the E2F-1 promoter, we show that the Tax-dependent transcriptional control of the ",E2F1," gene involves, at least in part, the ATF binding site located in the E2F-1 promoter.",Not_a_complex
9722600,s9,T24,T20,Using Tax mutants that fail to activate either ,ATF,"- or NF-kappaB-dependent promoters and different 5' truncation mutants of the E2F-1 promoter, we show that the Tax-dependent transcriptional control of the ",E2F1," gene involves, at least in part, the ATF binding site located in the E2F-1 promoter.",Not_a_complex
9722600,s9,T20,T30,"Using Tax mutants that fail to activate either ATF- or NF-kappaB-dependent promoters and different 5' truncation mutants of the E2F-1 promoter, we show that the Tax-dependent transcriptional control of the ",E2F1," gene involves, at least in part, the ",ATF, binding site located in the E2F-1 promoter.,Not_a_complex
9722600,s9,T23,T21,Using Tax mutants that fail to activate either ATF- or ,NF-kappaB,"-dependent promoters and different 5' truncation mutants of the E2F-1 promoter, we show that the Tax-dependent transcriptional control of the E2F1 gene involves, at least in part, the ATF binding site located in the ",E2F-1, promoter.,Not_a_complex
9722600,s9,T24,T21,Using Tax mutants that fail to activate either ,ATF,"- or NF-kappaB-dependent promoters and different 5' truncation mutants of the E2F-1 promoter, we show that the Tax-dependent transcriptional control of the E2F1 gene involves, at least in part, the ATF binding site located in the ",E2F-1, promoter.,Not_a_complex
9722600,s9,T30,T21,"Using Tax mutants that fail to activate either ATF- or NF-kappaB-dependent promoters and different 5' truncation mutants of the E2F-1 promoter, we show that the Tax-dependent transcriptional control of the E2F1 gene involves, at least in part, the ",ATF, binding site located in the ,E2F-1, promoter.,Not_a_complex
9722600,s9,T24,T23,Using Tax mutants that fail to activate either ,ATF,- or ,NF-kappaB,"-dependent promoters and different 5' truncation mutants of the E2F-1 promoter, we show that the Tax-dependent transcriptional control of the E2F1 gene involves, at least in part, the ATF binding site located in the E2F-1 promoter.",Not_a_complex
9722600,s9,T23,T30,Using Tax mutants that fail to activate either ATF- or ,NF-kappaB,"-dependent promoters and different 5' truncation mutants of the E2F-1 promoter, we show that the Tax-dependent transcriptional control of the E2F1 gene involves, at least in part, the ",ATF, binding site located in the E2F-1 promoter.,Not_a_complex
9722600,s9,T24,T30,Using Tax mutants that fail to activate either ,ATF,"- or NF-kappaB-dependent promoters and different 5' truncation mutants of the E2F-1 promoter, we show that the Tax-dependent transcriptional control of the E2F1 gene involves, at least in part, the ",ATF, binding site located in the E2F-1 promoter.,Not_a_complex
