10091581,s0,T1,T14,The Schizosaccharomyces pombe ,Pzh1, protein phosphatase regulates ,Na+," ion influx in a Trk1-independent fashion. 
",Not_a_complex
10091581,s12,T11,T12,These results suggest that ,Trk1, does not mediate the effect of ,Pzh1," on NaCl tolerance and that fission yeast contains efficient systems, other than Trk1, for uptake of K+ ions. 
",Not_a_complex
10091581,s12,T11,T13,These results suggest that ,Trk1," does not mediate the effect of Pzh1 on NaCl tolerance and that fission yeast contains efficient systems, other than ",Trk1,", for uptake of K+ ions. 
",Not_a_complex
10091581,s12,T11,T33,These results suggest that ,Trk1, does not mediate the effect of Pzh1 on ,NaCl," tolerance and that fission yeast contains efficient systems, other than Trk1, for uptake of K+ ions. 
",Not_a_complex
10091581,s12,T11,T34,These results suggest that ,Trk1," does not mediate the effect of Pzh1 on NaCl tolerance and that fission yeast contains efficient systems, other than Trk1, for uptake of ",K+," ions. 
",Not_a_complex
10091581,s12,T12,T13,These results suggest that Trk1 does not mediate the effect of ,Pzh1," on NaCl tolerance and that fission yeast contains efficient systems, other than ",Trk1,", for uptake of K+ ions. 
",Not_a_complex
10091581,s12,T12,T33,These results suggest that Trk1 does not mediate the effect of ,Pzh1, on ,NaCl," tolerance and that fission yeast contains efficient systems, other than Trk1, for uptake of K+ ions. 
",Not_a_complex
10091581,s12,T12,T34,These results suggest that Trk1 does not mediate the effect of ,Pzh1," on NaCl tolerance and that fission yeast contains efficient systems, other than Trk1, for uptake of ",K+," ions. 
",Not_a_complex
10091581,s12,T33,T13,These results suggest that Trk1 does not mediate the effect of Pzh1 on ,NaCl," tolerance and that fission yeast contains efficient systems, other than ",Trk1,", for uptake of K+ ions. 
",Not_a_complex
10091581,s12,T13,T34,"These results suggest that Trk1 does not mediate the effect of Pzh1 on NaCl tolerance and that fission yeast contains efficient systems, other than ",Trk1,", for uptake of ",K+," ions. 
",Not_a_complex
10091581,s12,T33,T34,These results suggest that Trk1 does not mediate the effect of Pzh1 on ,NaCl," tolerance and that fission yeast contains efficient systems, other than Trk1, for uptake of ",K+," ions. 
",Not_a_complex
