28693035_28,s3,T9,T10,"Pipette solution contained the following, in millimolar: 145, KCl; 3, MgCl2; 5, ",EGTA," and 20, ",HEPES, (pH 7.2 with KOH).,Not_a_complex
28693035_28,s3,T9,T11,"Pipette solution contained the following, in millimolar: 145, KCl; 3, MgCl2; 5, ",EGTA," and 20, HEPES (pH 7.2 with ",KOH,).,Not_a_complex
28693035_28,s4,T12,T13,"Bath solution contained the following, in millimolar: 145, ",NaCl,"; 5, ",KCl,"; 1, CaCl2; 3, MgCl2; 20, HEPES (pH 7.4 with NaOH).",Not_a_complex
28693035_28,s4,T12,T14,"Bath solution contained the following, in millimolar: 145, ",NaCl,"; 5, KCl; 1, ",CaCl2,"; 3, MgCl2; 20, HEPES (pH 7.4 with NaOH).",Not_a_complex
28693035_28,s4,T12,T15,"Bath solution contained the following, in millimolar: 145, ",NaCl,"; 5, KCl; 1, CaCl2; 3, ",MgCl2,"; 20, HEPES (pH 7.4 with NaOH).",Not_a_complex
28693035_28,s4,T12,T16,"Bath solution contained the following, in millimolar: 145, ",NaCl,"; 5, KCl; 1, CaCl2; 3, MgCl2; 20, HEPES (pH 7.4 with ",NaOH,).,Not_a_complex
28693035_28,s4,T12,T20,"Bath solution contained the following, in millimolar: 145, ",NaCl,"; 5, KCl; 1, CaCl2; 3, MgCl2; 20, ",HEPES, (pH 7.4 with NaOH).,Not_a_complex
28693035_28,s4,T13,T14,"Bath solution contained the following, in millimolar: 145, NaCl; 5, ",KCl,"; 1, ",CaCl2,"; 3, MgCl2; 20, HEPES (pH 7.4 with NaOH).",Not_a_complex
28693035_28,s4,T13,T15,"Bath solution contained the following, in millimolar: 145, NaCl; 5, ",KCl,"; 1, CaCl2; 3, ",MgCl2,"; 20, HEPES (pH 7.4 with NaOH).",Not_a_complex
28693035_28,s4,T13,T16,"Bath solution contained the following, in millimolar: 145, NaCl; 5, ",KCl,"; 1, CaCl2; 3, MgCl2; 20, HEPES (pH 7.4 with ",NaOH,).,Not_a_complex
28693035_28,s4,T13,T20,"Bath solution contained the following, in millimolar: 145, NaCl; 5, ",KCl,"; 1, CaCl2; 3, MgCl2; 20, ",HEPES, (pH 7.4 with NaOH).,Not_a_complex
28693035_28,s4,T14,T15,"Bath solution contained the following, in millimolar: 145, NaCl; 5, KCl; 1, ",CaCl2,"; 3, ",MgCl2,"; 20, HEPES (pH 7.4 with NaOH).",Not_a_complex
28693035_28,s4,T14,T16,"Bath solution contained the following, in millimolar: 145, NaCl; 5, KCl; 1, ",CaCl2,"; 3, MgCl2; 20, HEPES (pH 7.4 with ",NaOH,).,Not_a_complex
28693035_28,s4,T14,T20,"Bath solution contained the following, in millimolar: 145, NaCl; 5, KCl; 1, ",CaCl2,"; 3, MgCl2; 20, ",HEPES, (pH 7.4 with NaOH).,Not_a_complex
28693035_28,s4,T15,T16,"Bath solution contained the following, in millimolar: 145, NaCl; 5, KCl; 1, CaCl2; 3, ",MgCl2,"; 20, HEPES (pH 7.4 with ",NaOH,).,Not_a_complex
28693035_28,s4,T15,T20,"Bath solution contained the following, in millimolar: 145, NaCl; 5, KCl; 1, CaCl2; 3, ",MgCl2,"; 20, ",HEPES, (pH 7.4 with NaOH).,Not_a_complex
28693035_28,s4,T20,T16,"Bath solution contained the following, in millimolar: 145, NaCl; 5, KCl; 1, CaCl2; 3, MgCl2; 20, ",HEPES, (pH 7.4 with ,NaOH,).,Not_a_complex
28693035_28,s5,T17,T3,,K2P2, (,TREK-1,) currents were elicited by a 1 second ramp from -100 to +50 mV from a -80 mV holding potential.,Not_a_complex
28693035_28,s6,T18,T19,"After stabilization of the basal current, ",ML335, and ,ML402," were perfused at 200 ml hr-1 until potentiation was stably reached.
",Not_a_complex
