15611133,s0,T1,T2,Functional analysis of ,Rpn6p,", a lid component of the 26 S proteasome, using temperature-sensitive ",rpn6," mutants of the yeast Saccharomyces cerevisiae. 
",Not_a_complex
15611133,s9,T13,T14,"Altogether, we conclude that ",Rpn6p, is essential for the integrity/assembly of the lid in the sense that it is necessary for the incorporation of ,Rpn3p,", Rpn7p, Rpn12p, and Sem1p (Rpn15p) into the lid, thereby playing an essential role in the proper function of the 26 S proteasome. 
",Not_a_complex
15611133,s9,T13,T15,"Altogether, we conclude that ",Rpn6p," is essential for the integrity/assembly of the lid in the sense that it is necessary for the incorporation of Rpn3p, ",Rpn7p,", Rpn12p, and Sem1p (Rpn15p) into the lid, thereby playing an essential role in the proper function of the 26 S proteasome. 
",Not_a_complex
15611133,s9,T13,T16,"Altogether, we conclude that ",Rpn6p," is essential for the integrity/assembly of the lid in the sense that it is necessary for the incorporation of Rpn3p, Rpn7p, ",Rpn12p,", and Sem1p (Rpn15p) into the lid, thereby playing an essential role in the proper function of the 26 S proteasome. 
",Not_a_complex
15611133,s9,T13,T17,"Altogether, we conclude that ",Rpn6p," is essential for the integrity/assembly of the lid in the sense that it is necessary for the incorporation of Rpn3p, Rpn7p, Rpn12p, and ",Sem1p," (Rpn15p) into the lid, thereby playing an essential role in the proper function of the 26 S proteasome. 
",Not_a_complex
15611133,s9,T13,T18,"Altogether, we conclude that ",Rpn6p," is essential for the integrity/assembly of the lid in the sense that it is necessary for the incorporation of Rpn3p, Rpn7p, Rpn12p, and Sem1p (",Rpn15p,") into the lid, thereby playing an essential role in the proper function of the 26 S proteasome. 
",Not_a_complex
15611133,s9,T13,T23,"Altogether, we conclude that ",Rpn6p," is essential for the integrity/assembly of the lid in the sense that it is necessary for the incorporation of Rpn3p, Rpn7p, Rpn12p, and Sem1p (Rpn15p) into the lid, thereby playing an essential role in the proper function of the ",26 S proteasome,". 
",Not_a_complex
15611133,s9,T14,T23,"Altogether, we conclude that Rpn6p is essential for the integrity/assembly of the lid in the sense that it is necessary for the incorporation of ",Rpn3p,", Rpn7p, Rpn12p, and Sem1p (Rpn15p) into the lid, thereby playing an essential role in the proper function of the ",26 S proteasome,". 
",Not_a_complex
15611133,s9,T15,T23,"Altogether, we conclude that Rpn6p is essential for the integrity/assembly of the lid in the sense that it is necessary for the incorporation of Rpn3p, ",Rpn7p,", Rpn12p, and Sem1p (Rpn15p) into the lid, thereby playing an essential role in the proper function of the ",26 S proteasome,". 
",Not_a_complex
15611133,s9,T16,T23,"Altogether, we conclude that Rpn6p is essential for the integrity/assembly of the lid in the sense that it is necessary for the incorporation of Rpn3p, Rpn7p, ",Rpn12p,", and Sem1p (Rpn15p) into the lid, thereby playing an essential role in the proper function of the ",26 S proteasome,". 
",Not_a_complex
15611133,s9,T17,T18,"Altogether, we conclude that Rpn6p is essential for the integrity/assembly of the lid in the sense that it is necessary for the incorporation of Rpn3p, Rpn7p, Rpn12p, and ",Sem1p, (,Rpn15p,") into the lid, thereby playing an essential role in the proper function of the 26 S proteasome. 
",Not_a_complex
15611133,s9,T17,T23,"Altogether, we conclude that Rpn6p is essential for the integrity/assembly of the lid in the sense that it is necessary for the incorporation of Rpn3p, Rpn7p, Rpn12p, and ",Sem1p," (Rpn15p) into the lid, thereby playing an essential role in the proper function of the ",26 S proteasome,". 
",Not_a_complex
15611133,s9,T18,T23,"Altogether, we conclude that Rpn6p is essential for the integrity/assembly of the lid in the sense that it is necessary for the incorporation of Rpn3p, Rpn7p, Rpn12p, and Sem1p (",Rpn15p,") into the lid, thereby playing an essential role in the proper function of the ",26 S proteasome,". 
",Not_a_complex
